"id","has_settlement","allegation_count","complaint_category"
"1035","0","1","Use Of Force"
"1339","0","7","Operation/Personnel Violations"
"2011","0","1","Operation/Personnel Violations"
"2174","0","3","Illegal Search"
"2505","0","4","Criminal Misconduct"
"2931","0","23","Use Of Force"
"2945","0","20","Use Of Force"
"3203","0","4","Operation/Personnel Violations"
"3228","0","6","Use Of Force"
"4435","0","13","Operation/Personnel Violations"
"5037","0","6","Operation/Personnel Violations"
"5303","0","2","Operation/Personnel Violations"
"5954","0","3","Operation/Personnel Violations"
"6175","0","2","Criminal Misconduct"
"6335","0","9","Operation/Personnel Violations"
"6451","1","45","Use Of Force"
"7291","0","7","Operation/Personnel Violations"
"8258","0","19","Illegal Search"
"8287","1","49","Operation/Personnel Violations"
"8707","0","8","Operation/Personnel Violations"
"8728","0","6","Operation/Personnel Violations"
"8928","0","4","Operation/Personnel Violations"
"9300","0","11","Use Of Force"
"10298","0","6","Operation/Personnel Violations"
"10326","0","20","Illegal Search"
"10681","0","2","Conduct Unbecoming (Off-Duty)"
"10792","0","20","Traffic"
"11022","0","7","Operation/Personnel Violations"
"11675","0","6","Operation/Personnel Violations"
"11708","0","2","False Arrest"
"11885","0","21","Use Of Force"
"12685","0","1","Operation/Personnel Violations"
"12987","0","6","Operation/Personnel Violations"
"13197","0","19","Illegal Search"
"13691","0","19","Illegal Search"
"14098","0","45","Operation/Personnel Violations"
"14817","0","4","Illegal Search"
"15069","0","9","Operation/Personnel Violations"
"15138","0","7","Operation/Personnel Violations"
"15436","0","16","Operation/Personnel Violations"
"16024","0","22","Operation/Personnel Violations"
"16046","0","17","Use Of Force"
"16545","0","30","Use Of Force"
"17367","0","3","Drug / Alcohol Abuse"
"17956","0","5","Operation/Personnel Violations"
"18034","0","4","Operation/Personnel Violations"
"18385","0","3","Operation/Personnel Violations"
"18390","0","13","Operation/Personnel Violations"
"18415","0","1","Use Of Force"
"18593","0","4","Operation/Personnel Violations"
"18709","0","18","Operation/Personnel Violations"
"18855","0","8","Use Of Force"
"19032","0","1","Use Of Force"
"19170","0","15","Operation/Personnel Violations"
"19582","0","3","Operation/Personnel Violations"
"19959","0","3","Operation/Personnel Violations"
"20026","0","15","Operation/Personnel Violations"
"20046","0","10","Domestic"
"20230","0","11","Operation/Personnel Violations"
"20330","0","25","Operation/Personnel Violations"
"21371","0","26","Use Of Force"
"21400","1","9","Illegal Search"
"21437","0","5","Verbal Abuse"
"21785","0","1","Use Of Force"
"21927","0","7","Operation/Personnel Violations"
"22056","0","3","Use Of Force"
"22230","0","4","Use Of Force"
"22665","0","12","Operation/Personnel Violations"
"23402","0","28","Use Of Force"
"23463","0","2","Operation/Personnel Violations"
"23555","0","7","Operation/Personnel Violations"
"23897","0","3","Operation/Personnel Violations"
"24044","0","15","Operation/Personnel Violations"
"24262","0","2","Operation/Personnel Violations"
"24303","0","1","Conduct Unbecoming (Off-Duty)"
"24342","0","1","Use Of Force"
"24493","0","4","Operation/Personnel Violations"
"24783","0","41","Operation/Personnel Violations"
"24956","0","1","Operation/Personnel Violations"
"25221","0","14","Use Of Force"
"25412","0","6","Operation/Personnel Violations"
"25537","0","2","Conduct Unbecoming (Off-Duty)"
"25728","1","12","Use Of Force"
"26814","0","9","Operation/Personnel Violations"
"26840","0","6","Operation/Personnel Violations"
"26939","0","9","Illegal Search"
"27622","0","6","Operation/Personnel Violations"
"27642","0","12","Illegal Search"
"27696","0","2","Lockup Procedures"
"28472","0","8","Operation/Personnel Violations"
"28889","0","2","Conduct Unbecoming (Off-Duty)"
"29088","0","14","Operation/Personnel Violations"
"29102","0","2","Operation/Personnel Violations"
"29763","0","8","Operation/Personnel Violations"
"29823","0","2","Operation/Personnel Violations"
"29979","0","1","Operation/Personnel Violations"
"30127","0","11","Illegal Search"
"30204","0","8","Operation/Personnel Violations"
"30515","0","14","Operation/Personnel Violations"
"30904","0","16","Operation/Personnel Violations"
"30951","0","8","Conduct Unbecoming (Off-Duty)"
"31214","0","10","Operation/Personnel Violations"
"31562","0","1","False Arrest"
"31606","0","5","Operation/Personnel Violations"
"31650","0","20","Operation/Personnel Violations"
"31659","0","4","Operation/Personnel Violations"
"31730","0","27","Use Of Force"
"32135","0","17","Illegal Search"
"260","1","14","Illegal Search"
"740","0","15","Operation/Personnel Violations"
"753","0","4","Operation/Personnel Violations"
"801","0","4","Operation/Personnel Violations"
"1001","0","8","Operation/Personnel Violations"
"1018","1","25","Illegal Search"
"1167","0","7","Operation/Personnel Violations"
"1419","0","1","Operation/Personnel Violations"
"1648","0","8","Operation/Personnel Violations"
"2029","0","13","Operation/Personnel Violations"
"2058","0","1","Operation/Personnel Violations"
"2129","0","21","Operation/Personnel Violations"
"2468","0","3","Lockup Procedures"
"2490","0","2","Operation/Personnel Violations"
"2659","0","46","Use Of Force"
"2904","0","5","Operation/Personnel Violations"
"3037","0","16","Operation/Personnel Violations"
"3255","0","30","Illegal Search"
"4203","0","8","Use Of Force"
"4443","0","26","Operation/Personnel Violations"
"4595","0","2","Criminal Misconduct"
"4718","0","5","Drug / Alcohol Abuse"
"5787","0","1","Drug / Alcohol Abuse"
"5911","0","2","Lockup Procedures"
"6037","0","2","False Arrest"
"6116","0","5","Operation/Personnel Violations"
"6271","0","11","Operation/Personnel Violations"
"6438","0","9","Operation/Personnel Violations"
"6469","0","7","Operation/Personnel Violations"
"6588","0","2","Conduct Unbecoming (Off-Duty)"
"6805","0","7","Operation/Personnel Violations"
"6866","0","38","Operation/Personnel Violations"
"6958","0","3","False Arrest"
"7433","0","5","Conduct Unbecoming (Off-Duty)"
"7532","0","35","Use Of Force"
"7545","0","6","Operation/Personnel Violations"
"7754","0","15","Use Of Force"
"7915","1","13","Operation/Personnel Violations"
"8168","0","1","Conduct Unbecoming (Off-Duty)"
"8692","0","1","Lockup Procedures"
"8869","0","12","Operation/Personnel Violations"
"8870","0","23","Conduct Unbecoming (Off-Duty)"
"8873","0","1","Use Of Force"
"8879","0","3","Operation/Personnel Violations"
"8968","0","12","Supervisory Responsibilities"
"9174","0","8","Operation/Personnel Violations"
"9620","0","31","Use Of Force"
"9927","0","1","Bribery / Official Corruption"
"9942","0","3","Conduct Unbecoming (Off-Duty)"
"9982","0","11","Illegal Search"
"10119","0","7","Illegal Search"
"10164","0","3","Operation/Personnel Violations"
"10345","0","2","Conduct Unbecoming (Off-Duty)"
"10354","0","5","Domestic"
"10516","0","5","Operation/Personnel Violations"
"10571","0","16","Conduct Unbecoming (Off-Duty)"
"10712","0","1","Use Of Force"
"11368","0","17","Operation/Personnel Violations"
"11558","0","15","Operation/Personnel Violations"
"12031","0","20","Use Of Force"
"12179","0","8","Use Of Force"
"12456","0","2","Criminal Misconduct"
"12927","0","2","False Arrest"
"12996","0","2","False Arrest"
"13052","0","11","Use Of Force"
"13087","0","5","Operation/Personnel Violations"
"13356","0","8","Conduct Unbecoming (Off-Duty)"
"13711","0","6","Illegal Search"
"14009","0","8","Conduct Unbecoming (Off-Duty)"
"14384","0","8","Operation/Personnel Violations"
"14494","0","9","Operation/Personnel Violations"
"15085","0","2","False Arrest"
"15273","0","13","Use Of Force"
"15368","0","44","Operation/Personnel Violations"
"15462","0","4","Use Of Force"
"15496","0","5","Operation/Personnel Violations"
"15780","0","9","Illegal Search"
"15813","1","38","Use Of Force"
"16330","0","7","Operation/Personnel Violations"
"16637","0","4","Operation/Personnel Violations"
"17536","0","1","Use Of Force"
"17613","0","50","Illegal Search"
"18056","0","3","Drug / Alcohol Abuse"
"18107","0","14","Use Of Force"
"18495","0","9","Operation/Personnel Violations"
"18811","0","3","Illegal Search"
"19188","0","5","Operation/Personnel Violations"
"19304","0","7","Illegal Search"
"19432","0","9","Operation/Personnel Violations"
"19660","0","26","Use Of Force"
"19722","0","6","Operation/Personnel Violations"
"20281","0","4","Operation/Personnel Violations"
"20508","0","2","Conduct Unbecoming (Off-Duty)"
"20659","0","1","Operation/Personnel Violations"
"20706","0","24","Use Of Force"
"21214","0","4","False Arrest"
"22289","0","2","Lockup Procedures"
"22755","0","15","Operation/Personnel Violations"
"22765","0","2","Illegal Search"
"22773","0","4","Operation/Personnel Violations"
"23192","0","9","Illegal Search"
"23201","0","20","Operation/Personnel Violations"
"23330","0","10","Traffic"
"24491","0","12","False Arrest"
"25132","0","8","Supervisory Responsibilities"
"25706","0","3","Operation/Personnel Violations"
"25986","0","8","Use Of Force"
"25998","0","39","Use Of Force"
"26067","0","3","Operation/Personnel Violations"
"26958","0","3","Use Of Force"
"27158","0","19","Operation/Personnel Violations"
"27264","0","22","Traffic"
"27480","0","16","Use Of Force"
"27555","0","3","Verbal Abuse"
"27568","0","2","Verbal Abuse"
"27963","0","6","Use Of Force"
"28146","0","7","Operation/Personnel Violations"
"28215","0","5","Operation/Personnel Violations"
"28795","1","18","Illegal Search"
"28864","0","6","Use Of Force"
"29081","0","11","Illegal Search"
"29096","0","5","Operation/Personnel Violations"
"29593","0","11","Operation/Personnel Violations"
"30080","0","3","Operation/Personnel Violations"
"30261","0","14","Operation/Personnel Violations"
"30539","0","66","Use Of Force"
"30812","0","3","Bribery / Official Corruption"
"31035","0","8","Operation/Personnel Violations"
"31121","0","9","Operation/Personnel Violations"
"31180","0","5","Operation/Personnel Violations"
"31544","0","2","Conduct Unbecoming (Off-Duty)"
"31862","1","30","Illegal Search"
"31972","0","10","Illegal Search"
"31994","0","32","Use Of Force"
"32406","0","16","Illegal Search"
"80","0","6","Operation/Personnel Violations"
"1402","0","3","Conduct Unbecoming (Off-Duty)"
"1490","0","10","Operation/Personnel Violations"
"1533","0","39","Use Of Force"
"1679","0","5","Illegal Search"
"2423","0","5","Operation/Personnel Violations"
"3052","0","30","Use Of Force"
"3097","1","3","False Arrest"
"3249","0","1","Operation/Personnel Violations"
"3416","0","8","Operation/Personnel Violations"
"3494","0","33","Operation/Personnel Violations"
"3673","0","13","Operation/Personnel Violations"
"3674","0","2","Operation/Personnel Violations"
"3748","0","8","Illegal Search"
"4742","0","12","Illegal Search"
"4915","0","4","Illegal Search"
"5540","0","7","Operation/Personnel Violations"
"5718","0","1","Operation/Personnel Violations"
"5793","0","1","Verbal Abuse"
"6200","0","2","Conduct Unbecoming (Off-Duty)"
"6790","0","3","Conduct Unbecoming (Off-Duty)"
"7390","0","25","Operation/Personnel Violations"
"8233","0","1","Illegal Search"
"8447","0","4","Operation/Personnel Violations"
"8556","0","15","Use Of Force"
"9237","1","20","Illegal Search"
"9380","0","10","Operation/Personnel Violations"
"9438","0","5","Supervisory Responsibilities"
"9478","0","35","Illegal Search"
"9930","0","7","Use Of Force"
"10147","0","19","Operation/Personnel Violations"
"10699","0","9","Operation/Personnel Violations"
"11043","1","6","Use Of Force"
"11244","1","16","Illegal Search"
"11260","0","3","Illegal Search"
"11852","0","1","Bribery / Official Corruption"
"12027","0","6","Operation/Personnel Violations"
"12119","0","2","Supervisory Responsibilities"
"12387","0","3","Use Of Force"
"12401","0","1","Lockup Procedures"
"12410","0","10","Operation/Personnel Violations"
"12417","0","2","Operation/Personnel Violations"
"12836","0","2","Criminal Misconduct"
"13690","0","11","Illegal Search"
"13739","0","3","False Arrest"
"14699","0","16","Illegal Search"
"14763","0","22","Operation/Personnel Violations"
"15376","0","7","Lockup Procedures"
"15708","1","7","False Arrest"
"15802","0","11","Operation/Personnel Violations"
"15954","0","6","Illegal Search"
"16770","0","7","False Arrest"
"17307","0","1","Operation/Personnel Violations"
"17543","0","3","Use Of Force"
"17570","0","2","Lockup Procedures"
"18180","0","48","Operation/Personnel Violations"
"19075","0","22","Use Of Force"
"19090","0","4","Use Of Force"
"19315","0","1","Operation/Personnel Violations"
"19337","0","19","Operation/Personnel Violations"
"19396","1","14","Use Of Force"
"19738","0","3","Operation/Personnel Violations"
"20180","0","14","Use Of Force"
"20381","0","8","Illegal Search"
"20435","0","6","Operation/Personnel Violations"
"20952","0","4","Operation/Personnel Violations"
"21101","0","5","Illegal Search"
"21345","0","7","Use Of Force"
"21537","0","3","Use Of Force"
"21930","0","1","Operation/Personnel Violations"
"22404","0","1","Criminal Misconduct"
"22731","1","25","Use Of Force"
"23080","0","1","Operation/Personnel Violations"
"23190","0","13","Operation/Personnel Violations"
"23609","0","5","Operation/Personnel Violations"
"23822","0","1","Use Of Force"
"23896","0","21","Illegal Search"
"23920","0","20","Operation/Personnel Violations"
"24018","0","9","Illegal Search"
"24048","0","2","Operation/Personnel Violations"
"24077","0","10","Operation/Personnel Violations"
"24509","0","1","Operation/Personnel Violations"
"25384","0","8","Operation/Personnel Violations"
"25386","0","1","Drug / Alcohol Abuse"
"25951","0","2","Illegal Search"
"26150","0","19","Operation/Personnel Violations"
"26191","0","15","Operation/Personnel Violations"
"26757","0","1","Conduct Unbecoming (Off-Duty)"
"26857","0","3","Operation/Personnel Violations"
"26903","0","7","Domestic"
"26937","0","14","Illegal Search"
"27019","0","12","Use Of Force"
"27241","0","18","Operation/Personnel Violations"
"27303","0","38","Operation/Personnel Violations"
"27750","0","4","Operation/Personnel Violations"
"28182","0","2","Lockup Procedures"
"28580","0","5","Operation/Personnel Violations"
"29130","0","1","Lockup Procedures"
"29538","1","19","Use Of Force"
"30038","0","16","Conduct Unbecoming (Off-Duty)"
"30114","0","47","Use Of Force"
"30768","0","4","Operation/Personnel Violations"
"31880","0","9","Operation/Personnel Violations"
"32066","0","12","Use Of Force"
"32099","0","5","Use Of Force"
"32256","0","40","Illegal Search"
"32364","0","16","Illegal Search"
"32377","0","14","Illegal Search"
"321","0","3","Operation/Personnel Violations"
"327","0","2","Operation/Personnel Violations"
"380","0","10","Use Of Force"
"400","0","23","Operation/Personnel Violations"
